magazine|brand|category|title|link|date|contents|title_brand
Daum_Bazaar|R|FASHION|잘 고른 여름 원피스 한 벌|https://www.harpersbazaar.co.kr/article/47843|2020.07.24|['블랙핑크 로제', '시폰 드레스를 블랙핑크 로제처럼 쿨하게 연출하고 싶다면? 플라워 패턴의 미니 드레스를 선택한 로제. 셔링 디테일이 더해진 슬립 드레스로 여성스러움을 더했다.', '여기에 조개 디테일의 스트랩 샌들로 바캉스 룩에 포인트를 주었는데 볼 캡을 착용해 페미닌한 룩을 중화시켜준 것이 로제 스타일!']|0
Daum_Bazaar|R|CELEBRITY|난리 난 블랙핑크의 네일아트, 왜?|https://www.harpersbazaar.co.kr/article/47719|2020.07.17|['번짐 기법을 활용한 변형된 레오파드 패턴을 선보인 로제. 화이트 베이스 위에 브라운 컬러로 포인트를 준 뒤, 무광 톱코트로 마무리했다. 색다른 패턴을 즐기고 싶다면 로제의 네일을 기억하자.', '100점 만점에 100점! 쉬폰 드레스, 암 워머와 조화를 이루며 고급스러운 분위기를 자아낸 로제의 네일은 라운드 쉐입으로 손톱 모양을 잡은 뒤, 블랙 컬러로 매니시한 무드를 완성한 스타일. 손톱 끝부터 거친 느낌으로 표현한 게 특징! 손톱이 길어지거나, 긁혀도 티가 나지 않을 로제의 네일은 집에서도 쉽게 따라 해볼 수 있을 듯!']|0
Daum_Bazaar|R|FASHION|방탄소년단 뷔도 착용한 가을 액세서리는 무엇?|https://www.harpersbazaar.co.kr/article/41976|2019.09.04|['폭이 좁고 길어 치렁치렁한 느낌 없이 색다른 변화를 손쉽게 줄 수 있으니까.', '가방의 탑 핸들에 쁘띠 스카프를 돌돌 말면 전혀 다른 가방처럼 사용할 수 있다.', ' 이보다 더 간편한 방법은 가방에 쁘띠 스카프를 묶어 연출하기! 베이지 컬러의 가방에 강렬한 레드나 블루 컬러의 쁘띠 스카프를 묶어 연출한 려원과 블랙핑크 로제의 스타일링 방법을 참고해볼 것']|0
Daum_Bazaar|R|FASHION|무더위엔 원피스 한 벌이면 충분해!|https://www.harpersbazaar.co.kr/article/40532|2019.08.09|['오버사이즈 티셔츠를 원피스처럼 연출한 블랙핑크 로제.', ' 타이다이 패턴 하나로 박시하면서도 캐주얼한 데일리 룩을 완성했다.', ' 여기에 스포티한 무드의 스니커즈를 매치하거나 투박한 워커, 부츠로 시크하게 연출해 보는건 어떨까? ']|0
Daum_Bazaar|R|FASHION|휴양지에서 셀럽들이 인생샷 남기는 비법|https://www.harpersbazaar.co.kr/article/40355|2019.07.30|['통기타를 연주하거나 레저 스포츠를 즐기는 모습을 담은 스타들.', ' 휴양지인 만큼 시원한 해변에서 제트스키, 서핑, 돌고래와 인증샷을 남긴 블랙핑크.', ' 통기타를 연주하며 감성샷을 연출하고 싶다면 카이아 거버와 블랙핑크 로제의사진을 참고할 것. ']|0
