title|date|link|category|title_brand|check|why|Brand|contents
오버사이즈로 압도하라!|2019.02.19|https://www.harpersbazaar.co.kr/article/39940|FASHION|0|0|-|Ce|['미니 백의 그늘에 가려져 있던 오버사이즈 백이 트렌드의 중심으로 돌아왔다. 모든 것을 담을 수 있는 관대함을 지닌 오버사이즈 백을 단순히 실용적인 측면으로만 바라보지는 말 것. 한쪽 스트랩만 어깨에 걸쳐 드라마틱한 실루엣을 연출한 프로엔자 스쿨러, 무심하게 백을 감싸안은 스텔라 매카트니 그리고', '백의 입구를 말아 구조적인 형태를 만들어낸 질 샌더까지, 오버사이즈 백을 소화한 쿨한 자세는 덤이다.', '슈퍼사이즈 리본의 등장! 이번 시즌 여성의 특권이자 사랑스러움의 대명사인 리본 장식이 런웨이를 로맨틱하게 채워나갔다. 셀린느의 오프닝을 장식한 도트 패턴의 보 원피스부터 발렌티노, 미우 미우, 에르뎀, 모스키노, 에밀리아 윅스테드를 대표적으로 꼽을 수 있다. 단, 그저 사랑스럽게 리본을 즐기기보단 과장된 크기를 택해 파워풀하게 연출하는 것이 포인트다.']
